,image_name, comment_number, comment
147391,6943740971.jpg, 1," A basketball player in a white uniform tries to shoot a basketball , while a player in a red uniform is above him and pushes the ball towards the ground ."
147392,6943740971.jpg, 2, A basketball player is attempting to make a basket when an opposing player attempts to block his shot .
147393,6943740971.jpg, 3, A basketball player rejects another basketball players shot in midair right below the basket .
147394,6943740971.jpg, 4, Two basketball players are competing for the ball during a game .
143235,6363541997.jpg, 0," A tennis match on a red clay court in concluding as the winners in black celebrate , while the losers , in white , walk over to shake hands ."
143236,6363541997.jpg, 1, A conclusion of a doubles tennis match on a brown clay court where the two players in black have their arms raised as if in victory .
143237,6363541997.jpg, 2," Two men in black jumped with arms raised on a tennis court , as the opposing team in white walk towards the net ."
143238,6363541997.jpg, 3, Two men in black celebrating on a tennis court opposite two men in white .
143239,6363541997.jpg, 4, Tennis players with their hands up .
102425,4517839542.jpg, 0," Baseball player number four races to first base while his teammate slides into second , number six of the opposing team is ready to catch the ball at second base ."
102426,4517839542.jpg, 1," A baseball player is running to a base , while his teammate is sliding to a base in the background ."
102427,4517839542.jpg, 2, Two baseball players running bases while opposing team waits to catch the ball for an out .
102428,4517839542.jpg, 3, A baseball player is running down the third base line while his teammate slides into home .
102429,4517839542.jpg, 4, Number 21 slides into second base as number 4 runs to first base .
19835,2194495372.jpg, 0, Young boys are running around a field during a soccer game .
19836,2194495372.jpg, 1, Children playing soccer on a field while parents watch .
19837,2194495372.jpg, 2, Two kids are photographed playing soccer in a field .
19838,2194495372.jpg, 3, Two kids are running in a soccer game .
19839,2194495372.jpg, 4, Boys and adults at a soccer game .
1675,110802332.jpg, 0, Two hockey teams are shown at the goal where the white team is stopping a goal being made by the blue team .
1676,110802332.jpg, 1," A hockey game is being played and a hockey player named "" David "" is trying to score against the goalie ."
1677,110802332.jpg, 2, An ice hockey goalie is trying to protect the net from players scoring a goal .
1678,110802332.jpg, 3, A hockey player attempting to score against a goalie as a defenceman watches .
1679,110802332.jpg, 4, A hockey goalie is trying to prevent a goal from the opposing team .
127705,495340319.jpg, 0, One kid is running across a field carrying a football while another is close behind grabbing for his flags .
127706,495340319.jpg, 1, One kid is chasing another kid who is holding a football .
127707,495340319.jpg, 2, Two little boys play football on green grass .
127708,495340319.jpg, 3, Boys playing tag football run down the field .
127709,495340319.jpg, 4, Two children playing tag football .
142570,6302532663.jpg, 0, A man wearing a black and green striped shirt juggling three pins on the street .
142571,6302532663.jpg, 1, A man wearing brown pants and a striped t-shirt juggling 3 white pins .
142572,6302532663.jpg, 2," A man juggling what looks like bowling pins , at night ."
142573,6302532663.jpg, 3, A man outside juggling three items .
142574,6302532663.jpg, 4, A man juggling bowling pins .
144965,6704385305.jpg, 0, An athlete on the Slough Jets hockey team is skating on an ice rink with a hockey stick equipped .
144966,6704385305.jpg, 1, A slough Jets hockey player calmly makes a turn to receive the oncoming puck .
144967,6704385305.jpg, 2, A hockey player from the St Louis Jets is skating on ice .
144968,6704385305.jpg, 3, a middle-aged hockey player swerving on the ice
144969,6704385305.jpg, 4, The hockey team is warming up .
66520,3343116398.jpg, 0, A basketball player wearing a white uniform is dribbling the ball on the court .
66521,3343116398.jpg, 1, A professional basketball player dribbles the ball around the opposing player .
66522,3343116398.jpg, 2, A man wearing a white uniform dribbles the basketball during a game .
66523,3343116398.jpg, 3, A basketball player dribbles the ball during a game .
66524,3343116398.jpg, 4, Basketball player pushes away opponent
79165,3622216490.jpg, 0," A long-haired , bearded young skateboarder does a stunt on a skateboarding surface ."
79166,3622216490.jpg, 1, A young man with long hair ramps his skateboard into the air .
79167,3622216490.jpg, 2, a skateboard performs a trick off a quarter pipe .
79168,3622216490.jpg, 3, A child does a skateboard trick off a ramp .
79169,3622216490.jpg, 4, A man skateboarding up a ramp .
1950,112459543.jpg, 0, A group of young children kick around a ball on a field with a body of water in the background .
1951,112459543.jpg, 1, Group of children playing soccer with body of water in the background .
1952,112459543.jpg, 2, Some children are playing football with a seacoast in the background .
1953,112459543.jpg, 3, A number of children enjoy themselves on the coast of a city .
1954,112459543.jpg, 4, Children are playing soccer on a rocky beach .
149265,7150684289.jpg, 0, Two soccer players wait to compete on an outdoor field in front of a crowd of people watching in the stands in the background .
149266,7150684289.jpg, 1," Two soccer players , number seventy seven and seventy eight on the field in front of a large number of fans watching ."
149267,7150684289.jpg, 2," Two men , one wearing a white shirt and one wearing a navy blue shirt , are about to play soccer ."
149268,7150684289.jpg, 3, Two soccer players are on the field on front of a large crowd .
149269,7150684289.jpg, 4, A referee making signals at a soccer player .
47730,289638061.jpg, 0, Sports team on a field wearing yellow jerseys with a goal net to the right .
47731,289638061.jpg, 1, Soccer players are meandering over the playing field .
47732,289638061.jpg, 2, Players in yellow jerseys are on the field .
47733,289638061.jpg, 3, Two diverse teams competing in soccer .
47734,289638061.jpg, 4, Two soccer teams are on the field .
23845,23015940.jpg, 0, A woman tennis player stands at center court as photographers take her picture .
23846,23015940.jpg, 1, Women on tennis court standing in front of net holding a book .
23847,23015940.jpg, 2, Photographers take pictures of a tennis player in white .
23848,23015940.jpg, 3, female tennis player in white outfit about to speak
23849,23015940.jpg, 4, A tennis player is awaiting to begin her match .
68715,3389995545.jpg, 0," Soccer players are playing a night game and the ball is in the air , while the two teams fight for it ."
68716,3389995545.jpg, 1, Two men 's soccer teams compete for a ball under the lights at a night game .
68717,3389995545.jpg, 2, A bunch of soccer players jumping to hit the ball .
68718,3389995545.jpg, 3, Two competing soccer teams are competing .
68719,3389995545.jpg, 4, Two teams competing in a soccer game .
23505,22928793.jpg, 0, A woman in a T-shirt and shorts walks with a racket on a tennis field .
23506,22928793.jpg, 1, A tennis player wearing gray holds a tennis racket .
23507,22928793.jpg, 2, A woman looking down while holding a tennis racket .
23508,22928793.jpg, 3, A woman is holding a tennis racket .
23509,22928793.jpg, 4, A woman is playing tennis .
108510,4647908531.jpg, 0," A man in a green shirt , holding a bike in front of him , looking towards an officer talking to several young men ."
108511,4647908531.jpg, 1," A security guard is talking with two snowboarders , behind him is an older man with a modified bicycle ."
108512,4647908531.jpg, 2, A man in a green shirt is watching a policeman talking to tow other men with skateboards .
108513,4647908531.jpg, 3, A man in a green shirt waits while the police question some snowboarders .
108514,4647908531.jpg, 4, A man with a weird bike watches a policeman and some skateboarders .
148715,7063636373.jpg, 0, a referee wearing black watches closely as a pitcher dives across the line underneath the catcher-with the ball in his left hand while his right hand is on the grand over the pitcher as he falls .
148716,7063636373.jpg, 1, A baseball player wearing a brownish green helmet slides into first base while a Los Angeles baseball player leans over him in the middle of a play .
148717,7063636373.jpg, 2," As a referee looks on , a Los Angeles baseball player is falling over the top of a rival player who is just sliding into base ."
148718,7063636373.jpg, 3," A baseball player has made an intense play to get to a base , while the defender has lost his balance ."
148719,7063636373.jpg, 4, The umpire is judging a baseball move to decide if there was a score or an out .
53180,3033825101.jpg, 0," The guy is in a baseball uniform , in a baseball field , and is throwing a baseball"
53181,3033825101.jpg, 1," A man playing baseball , throwing the ball ."
53182,3033825101.jpg, 2, A baseball pitcher is bowling the ball .
53183,3033825101.jpg, 3, A pitcher throws the ball .
53184,3033825101.jpg, 4, Minor league pitcher
11155,1680126311.jpg, 0, A child is playing soccer with a blue and white soccer ball nearby onlookers .
11156,1680126311.jpg, 1, The boy hits the blue and white soccer ball with his knee .
11157,1680126311.jpg, 2, A child is hitting a soccer ball with their chest .
11158,1680126311.jpg, 3, A boy hitting a soccer ball with his chest .
11159,1680126311.jpg, 4, The boy is kicking a soccer ball .
64615,3301854980.jpg, 0, A snowboarder rides a snowboard down a railing beside a flight of steps .
64616,3301854980.jpg, 1, A kid skateboards down a set of railings on a snowy day .
64617,3301854980.jpg, 2, boy skateboarding down a stair railing in winter
64618,3301854980.jpg, 3, A guy on a skateboard griding down a handrail .
64619,3301854980.jpg, 4, A snowboarder riding down a railing .
64275,3292859458.jpg, 0, Two female football players attempt to deter the female football player with the ball .
64276,3292859458.jpg, 1," Three women , one in yellow and purple and two in black and white , are playing rugby ."
64277,3292859458.jpg, 2, a female rugby player trying to outmaneuver opposing players .
64278,3292859458.jpg, 3," Three girls on a field , one is carrying a ball ."
64279,3292859458.jpg, 4, Three girls playing football .
67740,3366364401.jpg, 0, man trying to make it to base during a baseball game while the pitcher is throwing the ball to the baseman to throw him out .
